dev_id,mana_day,mana_hh,mana_mm,gr_id,now_kw,min_kw,tot_kw,run_yn,com_yn,bms_soc,bms_soh,min_bin,min_bout,tot_bin,tot_bout,dc_v,dc_a,dc_kw,ac_v_r,ac_v_s,ac_v_t,ac_a_r,ac_a_s,ac_a_t,act_kw,ract_kw,pw_fact,hz,box_temp,max_v,min_v,max_temp,min_temp,run_stop_dat,dev_temp,run_mod,target_value,grid_bin,grid_bout,slope_sun,horizon_sun,module_temp,air_temp,wind_speed,avg_acc_kw,tot_kepco_kw,day_kw,ac_v_r_s,ac_v_s_t,ac_v_t_r,psvm,nsvm,zsvm,pscm,nscm,zscm
310001,20220125,21,30,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.27,0.00,0.00,402.13,398.41,400.98,0.11,0.41,1.39,0.20,0.00,1.00,59,26.31,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,32,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.01,0.00,401.84,398.57,400.93,0.13,0.44,1.41,0.20,0.00,1.00,60,26.30,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,28,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.26,0.00,0.00,402.33,398.46,400.90,0.10,0.41,1.38,0.20,0.00,1.00,59,26.32,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,37,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.00,0.00,402.65,399.02,400.99,0.11,0.43,1.40,0.20,0.00,1.00,60,26.28,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,34,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.02,0.00,402.24,398.89,401.23,0.13,0.49,1.40,0.20,0.00,1.00,59,26.29,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,46,310,0.19,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.00,0.00,402.70,398.73,401.28,0.12,0.41,1.38,0.19,0.00,1.00,59,26.20,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,42,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.34,0.02,0.00,403.73,399.68,401.87,0.14,0.42,1.41,0.20,0.00,1.00,60,26.20,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,31,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.31,0.00,0.00,401.98,398.38,400.89,0.13,0.43,1.40,0.20,0.00,1.00,60,26.30,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,29,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.28,0.00,0.00,402.21,398.42,400.76,0.11,0.42,1.40,0.20,0.00,1.00,60,26.30,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,36,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.34,0.00,0.00,402.52,399.40,401.63,0.15,0.46,1.40,0.20,0.00,1.00,60,26.29,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,33,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.03,0.00,401.93,398.61,400.94,0.16,0.47,1.42,0.20,0.00,1.00,59,26.30,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,41,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.32,0.00,0.00,402.95,399.53,402.00,0.11,0.43,1.40,0.20,0.00,1.00,60,26.20,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,40,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.29,0.00,0.00,402.51,399.48,400.98,0.13,0.43,1.39,0.20,0.00,1.00,60,26.23,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,39,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.00,0.00,401.86,398.36,400.64,0.12,0.43,1.40,0.20,0.00,1.00,60,26.26,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,43,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.02,0.00,402.59,398.83,401.28,0.12,0.43,1.41,0.20,0.00,1.00,60,26.20,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,44,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.34,0.00,0.00,402.43,398.48,401.08,0.11,0.42,1.40,0.20,0.00,1.00,60,26.20,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,49,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.36,0.00,0.00,402.55,398.71,401.53,0.10,0.40,1.39,0.20,0.00,1.00,60,26.13,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,51,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.39,0.00,0.00,401.93,398.68,400.90,0.11,0.41,1.40,0.20,0.00,1.00,59,26.10,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,50,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.35,0.00,0.00,401.93,398.47,401.01,0.10,0.40,1.39,0.20,0.00,1.00,60,26.10,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,48,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.29,0.00,0.00,402.26,398.32,400.96,0.10,0.39,1.33,0.20,0.00,1.00,60,26.13,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,53,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.33,0.00,0.00,401.90,398.62,400.79,0.10,0.40,1.38,0.20,0.00,1.00,59,26.10,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,52,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.40,0.00,0.00,401.18,398.05,400.03,0.11,0.41,1.41,0.20,0.00,1.00,60,26.10,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,54,310,0.18,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.36,0.00,0.00,401.51,398.03,400.32,0.10,0.40,1.39,0.18,0.00,1.00,59,26.10,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,55,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.38,0.01,0.00,402.37,398.96,401.20,0.10,0.39,1.38,0.20,0.00,1.00,59,26.08,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,56,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.37,0.00,0.00,402.46,399.06,401.35,0.10,0.40,1.38,0.20,0.00,1.00,60,26.06,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220225,21,06,310,58.15,0.00,0.00,R,1,0.00,0.00,0.00,1.00,70157.00,66198.00,798.64,75.08,0.00,402.33,399.13,401.03,86.76,85.72,87.83,58.15,0.00,1.00,60,42.81,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,58.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,02,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.43,0.00,0.00,402.60,399.45,402.05,0.10,0.40,1.39,0.20,0.00,1.00,60,26.00,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,09,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.53,0.00,0.00,402.20,399.03,401.21,0.13,0.42,1.40,0.20,0.00,1.00,59,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,08,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.53,0.02,0.00,402.37,399.07,401.16,0.13,0.45,1.42,0.20,0.00,1.00,60,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,04,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.48,0.01,0.00,402.43,399.13,401.22,0.11,0.41,1.41,0.20,0.00,1.00,59,25.97,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,59,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.42,0.00,0.00,402.91,399.76,402.16,0.10,0.40,1.39,0.20,0.00,1.00,59,26.01,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,57,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.39,0.00,0.00,403.19,399.28,401.99,0.10,0.40,1.40,0.20,0.00,1.00,60,26.05,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,07,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.50,0.01,0.00,402.53,399.35,401.37,0.11,0.41,1.40,0.20,0.00,1.00,60,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,01,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.48,0.01,0.00,403.18,399.87,402.26,0.12,0.43,1.40,0.20,0.00,1.00,60,26.00,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,03,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.46,0.00,0.00,402.58,399.40,401.63,0.11,0.41,1.40,0.20,0.00,1.00,59,26.00,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,12,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.53,0.00,0.00,402.81,399.95,401.84,0.11,0.40,1.40,0.20,0.00,1.00,59,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,06,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.48,0.00,0.00,403.26,399.98,402.02,0.11,0.41,1.39,0.20,0.00,1.00,60,25.93,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,21,58,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.39,0.00,0.00,402.91,399.44,401.58,0.10,0.39,1.37,0.20,0.00,1.00,59,26.03,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,00,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.44,0.01,0.00,403.36,400.18,402.18,0.10,0.39,1.39,0.20,0.00,1.00,60,26.00,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,19,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.59,0.00,0.00,402.85,399.58,401.58,0.12,0.43,1.40,0.20,0.00,1.00,60,25.80,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,16,310,0.21,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.60,0.01,0.00,401.89,398.68,400.83,0.18,0.45,1.43,0.21,0.00,1.00,59,25.81,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,13,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.57,0.01,0.00,402.69,399.60,401.87,0.13,0.42,1.41,0.20,0.00,1.00,60,25.86,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,05,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.46,0.00,0.00,402.65,399.22,401.47,0.10,0.41,1.39,0.20,0.00,1.00,59,25.98,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,15,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.58,0.02,0.00,401.98,398.74,401.06,0.14,0.44,1.41,0.20,0.00,1.00,60,25.81,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,14,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.56,0.00,0.00,402.45,399.08,401.35,0.11,0.41,1.40,0.20,0.00,1.00,60,25.88,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,10,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.48,0.00,0.00,401.97,398.53,400.71,0.10,0.42,1.40,0.20,0.00,1.00,60,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,11,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.52,0.00,0.00,402.26,398.88,400.85,0.11,0.42,1.40,0.20,0.00,1.00,60,25.90,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,18,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.62,0.02,0.00,402.98,399.63,401.73,0.13,0.45,1.41,0.20,0.00,1.00,59,25.80,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,17,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.58,0.00,0.00,402.12,399.12,401.48,0.13,0.43,1.39,0.20,0.00,1.00,60,25.81,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,21,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.54,0.00,0.00,401.88,398.64,400.85,0.10,0.39,1.37,0.20,0.00,1.00,59,25.78,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,20,310,0.20,0.00,0.00,R,0,0.00,0.00,0.00,0.00,63503.00,59995.00,785.56,0.00,0.00,402.20,399.08,401.47,0.10,0.39,1.39,0.20,0.00,1.00,60,25.80,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,22,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.57,0.00,0.00,402.16,398.73,400.89,0.10,0.40,1.40,0.20,0.00,1.00,59,25.77,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,23,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.58,0.00,0.00,402.38,398.77,400.96,0.12,0.40,1.39,0.20,0.00,1.00,59,25.73,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220125,22,24,310,0.20,0.00,0.00,R,1,0.00,0.00,0.00,0.00,63503.00,59995.00,785.61,0.01,0.00,403.30,399.24,401.70,0.12,0.42,1.39,0.20,0.00,1.00,60,25.71,0.00,0.00,0.00,0.00,,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,40,310,-69.79,0.00,0.00,R,1,0.00,0.00,2.00,0.00,65707.00,61967.00,842.57,80.18,0.00,405.79,403.70,405.88,99.81,100.58,98.17,-69.79,0.00,1.00,60,41.73,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,31,310,-69.81,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65696.00,61967.00,841.93,80.29,0.00,405.21,403.24,405.66,100.05,100.57,98.33,-69.81,0.00,1.00,60,50.87,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,34,310,-69.80,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65700.00,61967.00,841.53,80.29,0.00,405.14,403.58,405.68,99.98,100.42,98.47,-69.80,0.00,1.00,59,51.73,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,44,310,-69.79,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65711.00,61967.00,842.36,80.22,0.00,405.48,402.89,405.02,99.88,100.94,98.28,-69.79,0.00,1.00,60,49.94,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,28,310,-69.79,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65693.00,61967.00,842.20,80.29,0.00,405.13,402.53,404.95,100.01,101.04,98.21,-69.79,0.00,1.00,59,48.88,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,26,310,-68.97,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65690.00,61967.00,842.27,79.31,0.00,404.37,401.88,404.18,98.98,99.98,97.28,-68.97,0.00,1.00,59,46.05,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-68.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,33,310,-69.81,0.00,0.00,R,1,0.00,0.00,2.00,0.00,65699.00,61967.00,841.60,80.30,0.00,405.56,403.58,405.52,99.76,100.73,98.27,-69.81,0.00,1.00,60,51.51,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,30,310,-68.47,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65695.00,61967.00,841.98,78.80,0.00,405.18,403.53,405.55,98.02,98.66,96.50,-68.47,0.00,1.00,60,50.09,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-68.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,41,310,-69.14,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65708.00,61967.00,842.66,79.42,0.00,406.03,403.45,405.78,98.80,99.78,97.19,-69.14,0.00,1.00,60,44.98,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,38,310,-69.78,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65704.00,61967.00,842.09,80.18,0.00,405.99,403.07,405.80,99.67,101.03,97.97,-69.78,0.00,1.00,60,42.34,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310001,20220205,11,32,310,-69.81,0.00,0.00,R,1,0.00,0.00,1.00,0.00,65697.00,61967.00,841.78,80.31,0.00,405.33,403.53,405.40,99.90,100.57,98.41,-69.81,0.00,1.00,60,51.03,0.00,0.00,0.00,0.00,,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-69.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
